,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,4.419,11.530,13.812,4.843,4.019
Continuum_2,7.617,16.913,16.023,11.763,8.448
Continuum_3,8.455,24.120,22.962,10.637,6.294
