Name,Flux,Error_flux
Hgamma,0.32778953159570556,0.06987681206993027
Hbeta,1.1821862828009515,0.14013922718016908
Halpha,8.93396970434469,0.22556508447687704
[SII]6716,1.5083998045099567,0.02322580834866249
[SII]6731,1.1122558213180724,0.029097328489800484
HeII4687,0.029173395339893025,0.010831722422610407
HeI5876,0.16885802801422717,0.02542776949242706
[OIII]4959,0.1222545531960497,0.038403471324213796
[OIII]5007,0.3667636595881491,0.038403471324213796
[OI]6300,0.13501501053561216,0.02293950454294304
[OI]6364,0.04500500351187072,0.02293950454294304
[NII]6548,1.0112109356953023,0.05828405054208045
[NII]6583,3.033632807085907,0.05828405054208045
