,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.015,0.020,0.025,0.026,0.016
Continuum_2,0.010,0.016,0.020,0.010,0.007
Continuum_3,0.008,0.011,0.012,0.009,0.008
