,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.009,0.015,0.020,0.028,0.024,0.023,0.020,0.022,0.029,0.067,0.082,0.104,0.185,0.147,0.123,0.096,0.062,0.067,0.069,0.048
Continuum_2,0.011,0.015,0.019,0.025,0.024,0.023,0.021,0.023,0.029,0.057,0.071,0.090,0.148,0.135,0.117,0.092,0.061,0.059,0.062,0.045
Continuum_3,0.009,0.013,0.017,0.023,0.021,0.020,0.020,0.021,0.026,0.048,0.062,0.079,0.122,0.120,0.107,0.085,0.056,0.051,0.053,0.039
