Name,Flux,Error_flux
Hbeta,0.044440014564815354,0.00841496934256427
Halpha,0.16268283368911612,0.008583239461175453
[SII]6716,0.08534997156031526,0.006325438540175719
[SII]6731,0.023548506125237897,0.005707701911625691
HeII4687,0.0,0.003374565964735771
HeI5876,0.0,0.006198052578015261
[OIII]4959,0.011609886325752918,0.006549374981581365
[OIII]5007,0.03482965897725875,0.006549374981581365
[OI]6300,0.004806665262348569,0.006511282629555323
[OI]6364,0.0016022217541161897,0.006511282629555323
[NII]6548,0.012660327073342243,0.004397876327108398
[NII]6583,0.03798098122002673,0.004397876327108398
