,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_21,Spectrum_22,Spectrum_23,Spectrum_24,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_21,Spectrum_22,Spectrum_23,Spectrum_24,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_21,Spectrum_22,Spectrum_23,Spectrum_24
Continuum_1,1.888,3.183,3.812,5.189,4.276,4.407,3.513,3.865,4.864,9.110,11.223,12.383,16.765,16.383,9.336,11.843,9.142,9.039,10.273,8.468,4.415,3.313,1.473,2.324,0.009,0.015,0.020,0.028,0.024,0.023,0.020,0.022,0.029,0.067,0.082,0.104,0.185,0.147,0.123,0.096,0.062,0.067,0.069,0.048,0.023,0.016,0.007,0.011,0.005,0.005,0.005,0.005,0.006,0.005,0.006,0.006,0.006,0.007,0.007,0.008,0.011,0.009,0.013,0.008,0.007,0.007,0.007,0.006,0.005,0.005,0.005,0.005
Continuum_2,1.778,2.924,3.295,4.774,4.848,3.788,4.401,4.397,5.324,8.722,10.668,13.466,15.055,15.263,14.998,13.447,11.197,10.231,10.430,8.656,5.056,2.249,2.099,3.065,0.011,0.015,0.019,0.025,0.024,0.023,0.021,0.023,0.029,0.057,0.071,0.090,0.148,0.135,0.117,0.092,0.061,0.059,0.062,0.045,0.024,0.016,0.011,0.013,0.006,0.005,0.006,0.005,0.005,0.006,0.005,0.005,0.005,0.007,0.007,0.007,0.010,0.009,0.008,0.007,0.005,0.006,0.006,0.005,0.005,0.007,0.005,0.004
Continuum_3,1.821,2.244,2.498,3.499,2.972,3.049,2.708,2.505,3.939,5.794,7.253,8.541,12.206,12.095,10.905,10.730,8.122,6.840,6.867,4.509,3.014,2.207,1.372,1.851,0.009,0.013,0.017,0.023,0.021,0.020,0.020,0.021,0.026,0.048,0.062,0.079,0.122,0.120,0.107,0.085,0.056,0.051,0.053,0.039,0.021,0.014,0.011,0.011,0.005,0.006,0.007,0.007,0.007,0.007,0.007,0.008,0.007,0.008,0.009,0.009,0.010,0.010,0.010,0.008,0.007,0.007,0.008,0.009,0.007,0.006,0.008,0.006
