,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,99.509,47.342,15.291,1.312,4.392
Green,0.000,36.031,0.000,0.000,0.000
Magenta,0.091,14.313,76.019,0.364,0.020
Orange,0.400,2.262,6.343,88.266,22.112
Chocolate,0.000,0.052,2.347,10.058,73.477
