,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,96.907,49.847,18.047,3.189,5.161
Green,0.000,23.822,0.000,0.000,0.000
Magenta,0.192,18.113,64.446,0.811,0.016
Orange,2.864,7.829,15.367,85.382,34.665
Chocolate,0.037,0.389,2.140,10.618,60.158
