,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,99.500,51.357,11.588,0.742,1.543
Green,0.000,25.883,0.000,0.000,0.000
Magenta,0.243,20.703,80.771,0.817,0.094
Orange,0.256,1.917,5.226,87.010,17.030
Chocolate,0.001,0.140,2.415,11.430,81.333
