,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,99.468,51.373,15.237,1.464,4.377
Green,0.000,32.611,0.000,0.000,0.000
Magenta,0.105,13.697,75.032,0.381,0.025
Orange,0.426,2.270,6.943,86.354,23.135
Chocolate,0.000,0.050,2.788,11.800,72.463
