,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,97.270,48.887,17.273,2.613,5.108
Green,0.000,28.953,0.000,0.000,0.000
Magenta,0.122,14.571,65.017,0.536,0.012
Orange,2.576,7.254,15.518,88.297,33.543
Chocolate,0.032,0.335,2.192,8.554,61.337
