,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,97.398,44.610,17.455,2.356,5.023
Green,0.000,33.015,0.000,0.000,0.000
Magenta,0.104,14.998,65.905,0.516,0.009
Orange,2.468,7.040,14.642,89.993,32.182
Chocolate,0.030,0.336,1.999,7.134,62.786
