,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,99.951,52.495,16.511,1.926,2.686
Green,0.000,25.837,0.000,0.000,0.000
Magenta,0.000,21.211,80.216,1.629,0.000
Orange,0.001,0.021,0.614,85.022,5.679
Chocolate,0.048,0.436,2.659,11.422,91.635
