,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,99.457,56.890,12.323,1.018,1.564
Green,0.000,16.737,0.000,0.000,0.000
Magenta,0.271,24.087,79.195,1.194,0.121
Orange,0.271,2.109,5.722,80.931,19.046
Chocolate,0.001,0.176,2.761,16.856,79.269
