,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,99.457,57.458,11.453,0.799,1.555
Green,0.000,20.106,0.000,0.000,0.000
Magenta,0.271,20.340,80.010,0.835,0.108
Orange,0.271,1.957,5.736,85.098,18.071
Chocolate,0.001,0.138,2.801,13.268,80.265
