,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,99.954,46.508,16.917,1.769,2.586
Green,0.000,30.880,0.000,0.000,0.000
Magenta,0.000,22.167,80.126,1.555,0.000
Orange,0.001,0.021,0.507,87.140,4.788
Chocolate,0.046,0.424,2.450,9.536,92.626
