Name,Flux,Error_flux
Hgamma,1.9241011152223297,0.1435697863122032
Hbeta,4.80480569853453,0.2675940957311432
Halpha,20.911902874112272,0.2178932303878384
[SII]6716,3.045004520695143,0.12425432501524038
[SII]6731,2.1697834184645974,0.09397355796815816
HeII4687,0.0,0.01151466235150165
HeI5876,0.7302287480743324,0.03826297493774697
[OIII]4959,2.2739995961319237,0.5839609440319073
[OIII]5007,6.821998788395771,0.5839609440319073
[OI]6300,0.16469844448331983,0.04742815592665809
[OI]6364,0.05489948149443995,0.04742815592665809
[NII]6548,1.4738916484440217,0.2628821761805895
[NII]6583,4.4216749453320645,0.2628821761805895
