Line,Flux,Error flux
Hgamma,0.047492579732999314,0.014718724457581114
Hbeta,0.1068229344293054,0.012217840945418668
Halpha,0.20139957199310704,0.0171933903488325
[SII]6716,0.09746413282423588,0.007631174796834684
[SII]6731,0.0681289473569838,0.005661871747362859
HeII4687,0.0007446622320654022,0.0018901138547880892
HeI5876,0.0,0.005249735562176906
[OIII]5007_d,0.07352139132358798,0.011137007020062137
[OI]6300_d,0.03264537326008989,0.007927007776287956
[NII]6583_d,0.06620508812815137,0.014380646759194723
