Line,Flux,Error flux
Hgamma,0.0,0.006506305062028979
Hbeta,0.005369450915206433,0.0061001365710164745
Halpha,0.13703528995471886,0.010338501334277455
[SII]6716,0.04691004287725241,0.016897679925882345
[SII]6731,0.03076320584208238,0.0030466765777916243
HeII4687,0.001933042465844527,0.003203534208441866
HeI5876,0.015493153769190601,0.005753390421663408
[OIII]5007_d,0.044569309417496455,0.005932482926499504
[OI]6300_d,0.024117476420751526,0.009373380769345569
[NII]6583_d,0.026652102043245196,0.008004719873862691
