Line,Flux,Error flux
Hgamma,0.018569595476282202,0.01746361705872201
Hbeta,0.12671578104645895,0.01695792830663789
Halpha,0.4453764968160722,0.014896766078079264
[SII]6716,0.16721716094728079,0.010467634641792066
[SII]6731,0.12652046417795987,0.011323530836494391
HeII4687,0.011789650727342147,0.002892505228986786
HeI5876,0.037457299059346895,0.0023864759494310215
[OIII]5007_d,0.14085588871053367,0.007922116036249106
[OI]6300_d,0.04676282756338937,0.005851935848006781
[NII]6583_d,0.1583549960514021,0.012566210860501876
