Line,Flux,Error flux
Hgamma,0.06920104877170848,0.015660846749883117
Hbeta,0.20471735750514353,0.019259456357126524
Halpha,0.6413935979158453,0.01828360203860644
[SII]6716,0.2230813576851458,0.009177349824714106
[SII]6731,0.14604902348964757,0.011023152700560727
HeII4687,0.0,0.006058013541803655
HeI5876,0.05169084330550835,0.005301145331189255
[OIII]5007_d,0.15986705516551777,0.016918775749860854
[OI]6300_d,0.039921404598392,0.006574715611525645
[NII]6583_d,0.27365504005992836,0.011435980120781557
