Line,Flux,Error flux
Hgamma,0.2516625470802234,0.0317183640305149
Hbeta,0.8337648973209577,0.07070485283127069
Halpha,4.950335012087709,0.08064374768847435
[SII]6716,0.8239495849863038,0.03553539460486405
[SII]6731,0.5635191473236403,0.029533182987420126
HeII4687,0.08335297640029422,0.03231091046544186
HeI5876,0.14247884744500752,0.01938482124784152
[OIII]5007_d,1.1894972632667065,0.062149494901630895
[OI]6300_d,0.11979243129395202,0.008609996499304233
[NII]6583_d,1.3220419833219224,0.04063824317407384
