Line,Flux,Error flux
Hgamma,0.021129730414683467,0.017720641669754747
Hbeta,0.0390009814158598,0.01044911865855988
Halpha,0.23685826073298608,0.012648145516756602
[SII]6716,0.07624088062246535,0.004659553708787311
[SII]6731,0.055287900904754717,0.005321392573018374
HeII4687,0.0,0.004505881135796194
HeI5876,0.013456878279477185,0.007278119341329243
[OIII]5007_d,0.058670655618220935,0.012265855640984664
[OI]6300_d,0.008862280758147543,0.008220072485947376
[NII]6583_d,0.09638223210626017,0.013295862064190788
