Line,Flux,Error flux
Hgamma,0.08357102629984779,0.01688131612289874
Hbeta,0.2606831253211217,0.02813397858828458
Halpha,0.9695849800250734,0.02881786950856121
[SII]6716,0.26936606543589264,0.01780322177381307
[SII]6731,0.1769725940444451,0.006055513861583889
HeII4687,0.0,0.0032811471965892764
HeI5876,0.015119276095112898,0.004360503440489979
[OIII]5007_d,0.2971029111396641,0.01847147695808762
[OI]6300_d,0.037084632459966155,0.012316341151561353
[NII]6583_d,0.33778077493553404,0.018722841360871108
