Line,Flux,Error flux
Hgamma,0.06602871063352789,0.02705560311287199
Hbeta,0.045932712752849325,0.018572696694682804
Halpha,0.1319528071705471,0.02964675501219105
[SII]6716,0.07435631355275778,0.012877235231273454
[SII]6731,0.0418604377477311,0.006326492568884425
HeII4687,0.008006659716621635,0.008187947114806762
HeI5876,0.0,0.007918229544178942
[OIII]5007_d,0.05704423409100318,0.014522310748276639
[OI]6300_d,0.046840493929069735,0.013879169479299352
[NII]6583_d,0.051853001175806775,0.015940744958114542
