Line,Flux,Error flux
Hgamma,0.14695022465867771,0.019133687689171338
Hbeta,0.2897586584077821,0.017029005070857164
Halpha,0.5894034509691999,0.02576148493844351
[SII]6716,0.11843986486490957,0.007371489447826895
[SII]6731,0.10420483542900055,0.010618813639059666
HeII4687,0.0,0.007437421177711181
HeI5876,0.03791029642784,0.009219045128095718
[OIII]5007_d,0.36185153861447433,0.020804562329852595
[OI]6300_d,0.017107899200006084,0.005737592212715651
[NII]6583_d,0.1459151270040672,0.01610901193319467
