,SNR,Signal,Noise
Component_1,217.551,0.942,0.004
Component_2,258.134,1.917,0.007
Component_3,299.020,2.546,0.009
Component_4,383.460,7.735,0.020
Component_5,49.376,0.729,0.015
Component_6,246.316,2.545,0.010
Component_7,803.379,5.803,0.007
