,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0110,0.0166,0.0394,0.6587,0.0214
r_e,4.9050,0.7948,5.4537,0.0107,117.5689
n,2.2333,0.6528,0.4685,4.1947,0.7789
x_0,38.1951,61.6555,70.1874,75.0151,58.8095
