,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,2.0892,0.5056,0.9717,0.2361,0.5045
r_e,0.7814,3.1339,3.5104,9.4885,56.9200
n,0.5560,0.5075,0.1067,0.7712,0.8504
x_0,38.9569,61.9289,69.9923,75.6907,40.0777
