,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.5761,0.2397,0.3893,0.3146,0.8307
r_e,1.0864,2.1889,7.4043,0.0109,50.7939
n,1.0934,0.6243,0.8414,2.6754,0.6084
x_0,38.4129,61.1518,69.1853,74.3428,40.0000
