,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,5.380,10.445,18.113,16.955,19.238,13.462,16.332,15.526,14.936,15.021,13.491,17.563,18.356,23.699,18.899,19.283,20.684,16.020,9.019,7.117
Continuum_2,13.138,15.518,19.770,21.689,20.363,15.935,19.457,18.170,19.552,18.475,17.313,20.585,20.843,25.726,21.785,21.670,22.516,17.757,13.047,9.894
Continuum_3,12.730,13.615,17.070,18.493,18.360,14.925,17.822,19.597,19.523,19.473,20.686,20.059,20.131,16.833,15.930,19.674,18.706,14.613,11.381,8.536
