Line,Flux,Error flux
Hgamma,0.38174599649771596,0.03158003544903693
Hbeta,0.9897737629634065,0.05722692709147672
Halpha,4.802742382867489,0.1089128561578594
[SII]6716,1.0898946161068577,0.049080713750019614
[SII]6731,0.7464770113641872,0.033045614987156184
HeII4687,0.017123103702459373,0.00925008224502226
HeI5876,0.07658573793090233,0.013661208772603779
[OIII]5007_d,0.5601007151370875,0.039476274409797105
[OI]6300_d,0.16192729863633526,0.030811386894777252
[NII]6583_d,2.43176577039554,0.08154616059584713
