Line,Flux,Error flux
Hgamma,1.2025715883704378,0.12154179934107247
Hbeta,3.05211589655916,0.24854759038524502
Halpha,13.752965552066538,0.2364972334282316
[SII]6716,3.1883535720374057,0.16147406922536403
[SII]6731,2.377826158134001,0.03538962722603957
HeII4687,0.04441693945478361,0.008494307695096834
HeI5876,0.3080966233645187,0.028053243074277163
[OIII]5007_d,1.6096869745259106,0.10329557506758325
[OI]6300_d,0.5399197016671994,0.04961563285865156
[NII]6583_d,6.202008919131822,0.0960353269334856
