Line,Flux,Error flux
Hgamma,0.1972553290573952,0.021882215277172698
Hbeta,0.3332811024768328,0.02354172063750836
Halpha,1.6060023979090632,0.03000938454889186
[SII]6716,0.5142467074877128,0.022592676305185275
[SII]6731,0.36120504488969335,0.012289104044297415
HeII4687,0.030967332540511282,0.019794422676476173
HeI5876,0.02644794089821724,0.022332045955153843
[OIII]5007_d,0.2117539346219432,0.020364058299994645
[OI]6300_d,0.1605698459513199,0.028451630880316554
[NII]6583_d,0.9251334067693999,0.02405621595816159
