Line,Flux,Error flux
Hgamma,1.3804797729434364,0.09079339876645685
Hbeta,3.3252710707438666,0.2455429631595016
Halpha,14.107722006064245,0.26729503639842184
[SII]6716,2.286729215602905,0.09970069156986479
[SII]6731,1.6208725824238817,0.059028640681683266
HeII4687,0.10114278322737925,0.009677599073831707
HeI5876,0.30949696477752425,0.028751000410600736
[OIII]5007_d,1.4126033356837984,0.07362102174601096
[OI]6300_d,0.16929619731149959,0.016183275805113636
[NII]6583_d,4.917943982591141,0.11860059587498294
