Line,Flux,Error flux
Hgamma,0.5847860279935211,0.04635302039223613
Hbeta,1.4361636893446204,0.12683251677592003
Halpha,8.225626686719483,0.16383413717596093
[SII]6716,1.7590086282209516,0.09784836545188538
[SII]6731,1.2466128102125393,0.02010753314634002
HeII4687,0.08550118103039918,0.03522325440968494
HeI5876,0.17474996427311218,0.02857893613166531
[OIII]5007_d,0.7484090895954039,0.03756298469424322
[OI]6300_d,0.2967744543303206,0.034952152417101645
[NII]6583_d,3.955888816616908,0.09463986646966503
