Line,Flux,Error flux
Hgamma,0.7219085992206071,0.06721382795755527
Hbeta,1.4528819119700138,0.11399224564807538
Halpha,6.837743870501445,0.09882603479499846
[SII]6716,1.7108655098368069,0.04527227745615949
[SII]6731,1.22936763141844,0.034273656775659654
HeII4687,0.021118270315574564,0.024017482665078953
HeI5876,0.13067224809590097,0.016268878809563455
[OIII]5007_d,0.8190278986317344,0.06336548344941731
[OI]6300_d,0.29513624003534134,0.03959060733745794
[NII]6583_d,3.2190133267061376,0.05675938836325645
