,Component 1,Component 2,Component 3,Component 4
I_e,2.2741,0.6776,2.6904,0.6576
r_e,5.8475,41.5451,2.5293,13.9514
n,0.1000,2.7719,0.5712,1.2074
x_0,30.9476,48.5087,55.0000,66.3596
