,Component 1,Component 2,Component 3,Component 4
I_e,2.9078,10.0000,4.6272,2.3000
r_e,0.8423,2.7455,24.5505,1.6568
n,1.9546,1.2201,1.0117,0.1036
x_0,35.5004,48.1481,50.0007,66.4189
