Line,Flux,Error flux
Hgamma,0.10592008872274776,0.021202889740927974
Hbeta,0.18688675961806367,0.014732717320435513
Halpha,0.6948480623552381,0.024381085580669197
[SII]6716,0.15743750575908289,0.006688804926030028
[SII]6731,0.07903564217423963,0.003864922105764683
HeII4687,0.0,0.005369453923162191
HeI5876,0.030064409061864705,0.007170965643049129
[OIII]5007_d,0.05659214253222439,0.0058922544304028796
[OI]6300_d,0.00015451448135529695,0.0019230822839608982
[NII]6583_d,0.34890418410823004,0.013134712813491376
