Line,Flux,Error flux
Hgamma,0.1008747328924737,0.015077199245221884
Hbeta,0.23743821356286465,0.0316084183833279
Halpha,0.9544998827755822,0.029664008332838745
[SII]6716,0.17222894981048956,0.015233856375261572
[SII]6731,0.07930623510817765,0.011006472140795394
HeII4687,0.0007567123688781091,0.005693819211905325
HeI5876,0.03825146918959205,0.014779801617484113
[OIII]5007_d,0.036249604107850976,0.015552194380925964
[OI]6300_d,0.07424350877556915,0.008438229270412441
[NII]6583_d,0.47051324060366606,0.02717219400418629
