Name,Flux,Error flux
Hgamma,0.06268883303209984,0.050201838293481876
Hbeta,0.3667284313199156,0.06687776870724647
Halpha,1.5238779478231372,0.06722466434807103
[SII]6716,0.4911389410128899,0.023864126543003704
[SII]6731,0.30936075333352775,0.018103014311840013
HeII4687,0.0,0.025352364359333055
HeI5876,0.1553834820321442,0.026884306132637748
[OIII]5007_d,0.3532275515094362,0.030463859464411394
[OI]6300_d,0.028783097409036472,0.03382951736651325
[NII]6583_d,0.6642606120363789,0.028458024616133615
