,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,4.621,6.680,6.842,4.940,0.129,0.217,0.252,0.149,0.028,0.033,0.037,0.030
Continuum_2,8.298,10.382,11.464,8.855,0.123,0.210,0.246,0.162,0.015,0.020,0.021,0.018
Continuum_3,7.920,9.958,10.864,8.108,0.106,0.181,0.214,0.142,0.013,0.018,0.020,0.018
