,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.5273,5.3175,1.6266,2.5227,8.8913
r_e,14.7225,2.6579,3.4979,11.6401,3.8380
n,1.7379,0.2410,0.3972,1.6312,0.2796
x_0,30.4501,40.5518,48.1453,59.0848,60.3068
