,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.2784,1.4896,0.1229,0.6284,0.7262
r_e error,7.7341,27.5973,175.6142,4.9966,1.2948
n error,1.7309,1.0122,5.5647,0.5730,0.2578
x_0 error,0.2617,12.5964,0.6941,0.3614,1.1898
