,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.9020,0.3288,0.7348,0.4781,9.6088
r_e,20.1357,21.6449,17.8362,29.8626,2.9027
n,1.4789,0.0310,1.6081,2.5685,0.5368
x_0,31.6137,42.1039,41.7721,59.2940,61.5232
