Name,Flux,Error flux
Hgamma,0.0,0.05708335490014212
Hbeta,0.19377469606869577,0.047941840849970344
Halpha,0.21505656408381632,0.03834716571965317
[SII]6716,0.16672390876140322,0.01617756718722754
[SII]6731,0.10047280883497468,0.019597196630762235
HeII4687,0.01911226826282268,0.039110756914789456
HeI5876,0.04859016453659406,0.01872528301551973
[OIII]5007_d,0.191078650245588,0.033860893964217785
[OI]6300_d,0.1188446868367037,0.05747513439384015
[NII]6583_d,0.17369435810856693,0.022489857378284905
