Name,Flux,Error flux
Hgamma,0.19205038314893152,0.03736620696988603
Hbeta,0.4154445331938272,0.05298831493698641
Halpha,1.0663228374902756,0.03564916013212895
[SII]6716,0.5473546906538693,0.020565568186749355
[SII]6731,0.24479088489576514,0.037675998846565556
HeII4687,0.0018230083205223535,0.022630808132795912
HeI5876,0.0581472459722119,0.015431556693685134
[OIII]5007_d,0.3038192963714627,0.02585444015729884
[OI]6300_d,0.024166530930903204,0.019527911330054937
[NII]6583_d,0.5422263695366681,0.048485349902289844
