,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.0000,2.0000,1.0000,1.0000,1.0000
r_e,14.2654,18.4340,28.2937,18.2410,7.7585
n,2.6166,2.2920,0.1000,2.2012,1.3178
x_0,27.7898,49.1561,52.1735,59.5522,74.4871
