,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.1779,1.4296,1.7714,0.8858,0.2324
r_e error,0.8898,0.7725,2.0977,5.5564,1.3433
n error,0.1241,0.1768,0.0444,0.3148,0.0780
x_0 error,0.1662,0.1434,0.6266,0.3542,0.4929
