,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1852,0.1934,0.3543,0.3221,0.0928
r_e,8.7670,10.0000,3.0000,3.1106,9.8990
n,1.1646,1.4332,0.2641,0.3072,1.0725
x_0,27.0703,47.7011,51.9682,59.9041,70.6780
