,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,1.1715,3.7873,5.6340,2.0718,0.6810
r_e error,11.5145,21.7205,24.7553,27.7298,6.0402
n error,0.9260,1.6703,0.7425,1.3911,0.4980
x_0 error,0.1653,0.2386,7.7367,0.3786,0.7115
