,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.1783,6.3789,1.6177,1.9760,1.2696
r_e,11.4453,4.2791,17.2960,10.1629,9.0560
n,1.6745,0.9200,0.0560,1.0612,0.8465
x_0,26.8738,48.3634,47.7377,58.0556,73.3760
