,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.7852,1.2360,0.8466,0.2775,0.1632
r_e,7.0612,1.5251,7.9933,1.7366,8.5241
n,1.1524,0.7284,0.8863,0.1232,1.7724
x_0,27.3283,47.4693,50.9762,60.8961,70.3406
