Name,Chi squared,Dof,Chi reduced
Halpha,1706.161489049856,80,21.3270186131232
Hbeta,301.2017484365057,80,3.765021855456321
NII,629.5001728296919,80,7.868752160371149
SII,431.5597152265921,80,5.394496440332402
OIII,303.0186043733442,80,3.7877325546668024
Continuum 1,3312.5997242492267,80,41.40749655311534
Continuum 2,3750.560473575363,80,46.88200591969204
Continuum 3,4893.601737718219,80,61.17002172147774
