,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,10.707,10.518,13.186,20.070,9.766
Continuum_2,12.588,11.352,12.917,17.499,9.541
Continuum_3,5.167,9.785,9.830,11.355,7.081
