,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.190,0.168,0.220,0.423,0.579
Continuum_2,0.150,0.143,0.163,0.359,0.289
Continuum_3,0.126,0.129,0.130,0.300,0.196
