,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.018,0.016,0.017,0.021,0.059
Continuum_2,0.012,0.013,0.013,0.020,0.030
Continuum_3,0.024,0.013,0.013,0.026,0.028
