,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,-0.012,-0.013,0.003,0.039,0.079,0.122,0.290,0.269,0.332,0.331,0.274,0.209,0.169,0.057,0.013,-0.009,0.001,-0.016,-0.023,-0.025
Continuum_2,0.037,0.039,0.055,0.087,0.121,0.154,0.271,0.269,0.322,0.323,0.280,0.222,0.190,0.100,0.059,0.040,0.041,0.023,0.022,0.021
Continuum_3,0.026,0.030,0.044,0.074,0.104,0.133,0.233,0.233,0.284,0.285,0.244,0.196,0.162,0.087,0.048,0.031,0.032,0.013,0.017,0.015
