Name,Flux,Error_flux
Hgamma,0.1270180844152067,0.05996174169109821
Hbeta,0.5001552256495658,0.06724989424920395
Halpha,2.191466028298137,0.08001896814756657
[SII]6716,0.7117813034029783,0.0247864482290221
[SII]6731,0.4392616710882122,0.029127750386009826
HeII4687,0.0,0.03234911318575045
HeI5876,0.1777489610984498,0.018202876907528906
[OIII]4959,0.16620345852945853,0.04055682315236655
[OIII]5007,0.4986103755883756,0.04055682315236655
[OI]6300,0.04755536732717986,0.043625838220854474
[OI]6364,0.015851789109059954,0.043625838220854474
[NII]6548,0.2520258207754275,0.03628211945583015
[NII]6583,0.7560774623262825,0.03628211945583015
