Name,Flux,Error flux
Hgamma,0.42313621371314913,0.4230943555016498
Hbeta,0.6402702815313033,0.32283092136894465
Halpha,0.48173905513340143,0.18618822015553066
[SII]6716,0.056681891230247236,0.11432337799056057
[SII]6731,0.0,0.10138377945464125
HeII4687,0.0,0.11975621942560967
HeI5876,1.6616551126397423,0.538179586869792
[OIII]5007_d,0.9632113388481306,0.364737015263229
[OI]6300_d,0.0,0.09695072483129834
[NII]6583_d,0.0,0.09478715114946346
