,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.054,0.046,0.064,0.068,0.057
Continuum_2,0.047,0.041,0.054,0.058,0.048
Continuum_3,0.049,0.041,0.050,0.077,0.049
