,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,24.671,19.304,17.794,28.409,24.544
Continuum_2,24.134,20.732,20.621,28.296,24.834
Continuum_3,20.740,19.955,21.450,18.912,21.300
