,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,1.335,0.878,1.141,1.923,1.394
Continuum_2,1.146,0.850,1.113,1.641,1.186
Continuum_3,1.010,0.816,1.083,1.452,1.040
